1-Methyladenosine_pos-001,1-Methylhistidine_pos-002,1-Methylnicotinamide_pos-003,2-Aminoadipic acid_pos-005,2-Aminooctanoic acid_pos-006,3-Indoleacrylic acid_pos-012,4-Pyridoxic acid_pos-018,5-Hydroxyindoleacetic acid_pos-021,5-Hydroxylysine_pos-023,7-Methylguanosine_pos-028,Acetylcarnitine_pos-029,Acetylcholine_pos-030,AICAR_pos-034,Alanine-Sarcosine_pos-035,Arginine_pos-038,Argininosuccinic acid_pos-039,Asparagine_pos-040,Betaine_pos-042,cAMP_pos-046,Carnitine_pos-047,Carnitine-C12_pos-048,Carnitine-C14_pos-049,Carnitine-C16_pos-050,Carnitine-C18_pos-051,Carnitine-C3_pos-052,Carnitine-C4_pos-053,Carnitine-C5_pos-054,Carnitine-C6_pos-055,Carnitine-C8_pos-056,cGMP_pos-058,Choline_pos-059,Citrulline_pos-060,CMP_pos-061,Creatine_pos-062,Creatinine_pos-063,Cystine_pos-068,Cytidine_pos-069,Cytosine_pos-070,dAMP_pos-071,Glutamine_pos-079,Glycerophosphorylcholine_pos-080,Glycochenodeoxycholate_pos-082,Glycocholic acid_pos-083,GMP_pos-084,GSH_pos-085,GSSG_pos-086,Guanidineacetic acid_pos-087,Guanine_pos-088,Guanosine_pos-089,Histidine_pos-091,Homocysteine_pos-093,Homoserine_pos-094,Hydroxyproline_pos-095,Hypoxanthine_pos-096,Inosine_pos-099,Isoleucine_pos-100,Kynurenic acid_pos-101,Kynurenine_pos-102,Leucine_pos-103,Lysine_pos-105,Methionine_pos-107,Methionine sulfoxide_pos-108,"N,N-Dimethylglycine_pos-110",N-Acetyl-aspartic acid_pos-111,N-Acetylputrescine_pos-114,NAD_pos-115,Neopterin_pos-117,Nicotinamide_pos-118,nicotinate_pos-119,O-Acetyl-serine_pos-123,Ornithine_pos-124,Pantothenic acid_pos-125,Phenylalanine_pos-127,Phosphocholine _pos-128,Proline_pos-132,Purine_pos-134,Pyridoxine_pos-137,Riboflavin_pos-138,S-Adenosyl-methionine_pos-139,SDMA-ADMA_pos-140,Serotonin_pos-142,S-Methyl-5'-thioadenosine_pos-143,Spermidine_pos-144,Thymine_pos-150,Trimethylamine N-oxide_pos-151,Trimethyllysine_pos-152,Tryptophan_pos-154,Tyrosine_pos-155,Uracil_pos-156,Urea_pos-157,Valine-Norvaline_pos-158,Xanthosine_pos-160,NMN_pos-162,Anthranilate_pos-163,NR_pos-175,Tryptamin_pos-176,3-Hydroxy-kynnrenine_pos-177,"1,2,3-Benzenetricarboxylic acid_neg-001",2-Hydroxyisocaproic acid_neg-003,2-Ketohexanoic acid_neg-005,Glycerate-2P_Glycerate-3P_neg-006,3-Methyl-2-oxovaleric acid_neg-008,3-Phenyllactic acid_neg-009,4-Hydroxy-3-methoxyphenylglycol_neg-011,4-Hydroxyphenylpyruvic acid_neg-013,Acetoacetate_neg-015,ADP-ribose_neg-017,AMP_neg-019,Ascorbic acid_neg-020,Cholic acid_neg-023,Citraconic acid_neg-025,Citrate_neg-026,Dihydroorotic acid_neg-031,Fumaric acid_neg-036,G6P-F6P_neg-037,Glucarate_neg-039,Gluconic acid_neg-040,Glucose-Fructose_neg-042,Glucuronic acid_neg-043,Glutamate_neg-044,Glyceric acid_neg-046,Hydroxyglutaric acid_neg-050,IMP_neg-051,Indole-3-carboxylic acid_neg-052,Isocitrate_neg-054,Lactic acid_neg-055,N-Acetyl-Asp-Glu_neg-060,N-Acetyl-D-glucosamine 6-phosphate_neg-061,N-Acetyl-L-alanine_neg-062,Orotic acid_neg-065,Phosphocreatine_neg-067,Pyridoxal 5'-phosphate_neg-071,Pyroglutamic acid_neg-072,Ribose 5-phosphate_neg-074,S-(5'-Adenosyl)-L-homocysteine_neg-075,sn-Glycerol 3-phosphate _neg-077,Sorbitol_neg-078,Succinate_neg-079,Taurine_neg-080,UMP_neg-087,Uridine_neg-088,Xanthine_neg-089,Xanthurenic acid_neg-090,α-D-Galactose 1-phosphate_neg-092,α-Ketoglutaric acid_neg-093,α-ketoisovaleric acid_neg-094,malate_neg-096,label
0.001244107,0.002995534,0.000965229,0.000371723,3.71E-05,1.11E-05,0.000236163,4.80E-05,1.77E-05,8.17E-05,0.040950807,0.002115012,6.34E-05,0.002542616,0.004070476,3.25E-05,0.000130458,0.022873994,5.67E-05,0.037269486,0.000293561,1.48E-05,0.00020705,3.69E-05,0.003580642,0.0040052,0.001015085,0.001104786,0.00437722,1.49E-05,0.015390301,0.00801531,1.96E-05,0.013749975,0.015424791,0.000922569,1.96E-05,3.30E-05,9.41E-06,0.026933408,0.000875281,5.34E-05,5.39E-05,0.000110656,5.80E-05,0.000133086,0.000401287,-1.06E-05,3.15E-05,0.008675603,0.000274635,0.002713033,0.000975916,0.001362817,7.09E-06,0.106754555,0.000174867,0.002212733,0.18525948,0.007847922,0.013789852,8.00E-05,0.003673483,5.92E-05,0.000237214,3.21E-05,2.41E-05,0.000324514,5.04E-05,6.17E-05,0.001948535,4.86E-05,0.114264193,0.000250622,0.088213698,0.000238453,0.00030264,2.04E-05,0.000879549,0.000911624,0.000108731,0.000188204,1.55E-05,0.000162133,0.00023731,0.000511652,0.105572983,0.043237221,2.28E-05,0.015550784,0.057285657,1.08E-05,9.37E-06,1.96E-05,0.000108753,0.0001032,5.93E-06,3.05E-05,0.000210712,0.00285424,0.000105127,0.000164924,0.000166057,1.12E-05,0.000199859,4.67E-05,1.31E-05,5.44E-05,0.000528661,2.98E-05,0.000801169,0.005580216,2.33E-05,9.78E-05,6.21E-05,5.63E-05,0.000419605,0.000100715,8.76E-05,0.000950161,0.00019821,9.20E-05,2.28E-06,2.49E-05,0.000918919,0.009225239,6.75E-05,9.01E-05,0.000180815,0.000108157,6.14E-05,4.03E-05,0.000122092,0.000118998,6.95E-06,0.000210095,2.34E-07,0.000342795,0.002764606,3.15E-05,0.000498168,0.000276406,0.000550988,0.000232392,5.52E-05,0.000123893,0.000630488,1
0.001296743,0.004937749,-0.00013575,0.000222335,4.78E-05,7.17E-05,0.000235117,4.44E-05,1.80E-05,8.61E-05,0.062511938,0.002850435,5.19E-05,0.002252352,0.004457491,3.32E-05,0.000154191,0.029810245,6.58E-05,0.039887751,0.000809056,4.83E-05,0.000542794,4.72E-05,0.00487238,0.001929388,0.001071329,0.003633225,0.017281529,2.44E-05,0.019627505,0.009928577,1.31E-05,0.012663077,0.019015104,0.001014093,2.17E-05,7.12E-05,2.38E-05,0.029418381,0.0007683,7.05E-06,-1.30E-05,0.000144104,0.000102176,0.001188631,0.000435485,9.40E-05,2.25E-05,0.006725864,0.000515028,0.003569902,0.001513474,0.003172113,4.59E-06,0.087083297,0.000179672,0.00177347,0.141596013,0.006762494,0.009290665,7.92E-05,0.00479275,8.25E-05,0.000244366,3.97E-05,6.89E-05,0.001016627,5.04E-05,9.52E-05,0.002624763,5.77E-05,0.119461398,0.000118056,0.110653257,0.000243447,0.0001491,1.60E-05,0.000664025,0.001170783,0.000224576,0.000200051,1.69E-05,0.000143746,0.000575617,0.001854624,0.071062267,0.029823445,1.19E-05,0.027456033,0.045800155,1.15E-05,2.78E-05,4.56E-05,0.0001131,8.29E-05,3.13E-05,4.29E-05,0.000140616,0.001778943,0.000306681,0.000126058,0.000255023,1.24E-05,0.000101408,6.15E-05,5.36E-05,0.000368626,0.00015443,5.05E-05,0.000902216,0.01090139,3.49E-05,0.000109095,6.63E-05,4.85E-05,0.000626646,0.000114472,0.000162118,0.001143229,0.000126609,0.000105797,0.001002905,3.78E-05,0.001740154,0.016477231,0.000126664,0.000120741,0.000279396,0.00024526,3.84E-05,1.40E-05,0.000157937,0.000135316,1.17E-05,0.000168233,9.34E-05,0.000593049,0.001721722,8.62E-05,0.000303271,0.000227778,9.97E-05,0.000326345,5.67E-05,9.01E-05,0.000951145,0
0.001265231,0.005234543,0.000797516,0.000297945,7.83E-05,4.48E-05,0.001670431,5.19E-05,1.66E-05,7.15E-05,0.056101717,0.001965379,5.58E-05,0.002734721,0.004864056,3.90E-05,0.000112725,0.027258258,5.37E-05,0.05292152,0.000205471,1.45E-05,0.000284666,5.19E-05,0.004942771,0.001979301,0.001050984,0.001193886,0.003874327,1.73E-05,0.017185572,0.006584353,2.42E-05,0.020148088,0.01943969,0.001508098,2.45E-05,2.93E-05,1.79E-05,0.026504469,0.001340019,1.95E-05,1.27E-06,0.00010665,2.11E-05,0.000306117,0.000452983,4.35E-05,4.58E-05,0.006358993,0.000238903,0.002748373,0.001394972,0.004668529,2.43E-05,0.083700969,0.000159295,0.002096179,0.144844711,0.005490889,0.011752677,6.15E-05,0.004004332,4.78E-05,0.000406265,8.77E-06,3.20E-05,0.00120253,7.02E-05,0.000112465,0.001677891,0.000215542,0.113093808,0.000166757,0.086801133,0.000199136,0.000360388,5.61E-05,0.000631087,0.000937898,7.74E-05,0.00017626,1.70E-05,0.00016328,0.000274031,0.000453915,0.11239199,0.032464765,5.24E-05,0.031117557,0.050959954,1.43E-05,8.18E-06,2.10E-05,0.000151145,0.000111452,3.08E-05,4.07E-05,0.000102774,0.002498788,0.000308508,0.00015341,0.00013107,1.31E-05,0.00014466,7.75E-05,3.01E-05,0.000173788,0.00073304,-1.20E-06,0.001013145,0.002755224,2.03E-05,0.000123428,9.68E-05,8.27E-05,0.000644293,0.000117937,0.00028352,0.001869276,0.000178043,7.93E-05,0.000138164,1.99E-05,0.001017707,0.014901549,9.24E-05,0.000123858,0.000220413,0.00021054,2.81E-05,0.000228798,0.000145037,0.000167962,1.01E-05,0.000230255,1.47E-06,0.000550824,0.004043598,8.09E-05,0.000551803,0.000265383,0.000456185,0.000418649,7.61E-05,0.000126215,0.000589399,0
0.001157683,0.004827655,9.53E-05,0.000405245,3.33E-05,5.46E-05,0.000296537,0.00030205,1.60E-05,0.000107916,0.042839416,0.002244128,5.21E-05,0.001804736,0.005343904,4.70E-05,0.00011816,0.025482115,6.41E-05,0.037375116,8.98E-05,6.96E-06,0.000147917,3.51E-05,0.00465751,0.001205783,0.000879659,0.000745222,0.002226015,1.41E-05,0.017750786,0.009704973,1.95E-05,0.035679004,0.014671839,0.001005929,1.30E-05,5.37E-05,7.69E-06,0.02620426,0.000603165,1.59E-05,2.34E-05,4.73E-05,3.99E-05,7.98E-05,0.000235835,5.53E-06,1.87E-05,0.006414967,0.00032523,0.002100232,0.001532634,-0.000386685,4.94E-07,0.095902747,0.0003752,0.002393889,0.165704491,0.005624789,0.009782313,5.36E-05,0.004097174,9.50E-05,0.00020256,2.40E-05,5.69E-05,0.0001419,5.95E-05,7.51E-05,0.001298959,7.12E-05,0.123254992,0.000187635,0.093505712,0.000272274,0.000196261,3.75E-05,0.000897582,0.000712116,5.30E-05,0.000215846,1.84E-05,0.000138709,0.000338999,0.000546902,0.099507933,0.038043028,-1.27E-06,0.024339247,0.051708535,1.66E-05,1.74E-05,2.10E-05,8.12E-05,0.000104723,1.76E-05,2.55E-05,0.000107783,0.002289339,0.000154375,0.000122716,0.000142823,9.71E-06,0.000228854,5.17E-05,2.44E-05,-1.52E-06,0.000390557,8.56E-07,0.000830317,0.010429966,5.94E-06,8.54E-05,8.36E-05,8.35E-05,0.0007729,5.20E-05,0.000149645,0.000896185,0.000194913,0.000104504,-6.82E-05,1.82E-05,0.001130201,0.007145043,0.000126612,0.000165538,0.000212955,0.000202071,3.18E-05,1.92E-05,0.000101948,0.000139363,6.62E-06,0.000304327,2.85E-05,0.000490671,0.004080484,1.32E-05,0.000242317,0.000139231,0.000439609,0.000285724,7.50E-05,0.00011199,0.000658307,0
0.001294895,0.004990317,0.000114579,0.00033827,4.78E-05,0.000139656,0.000292524,5.42E-05,2.38E-05,8.35E-05,0.056569204,0.002181484,5.55E-05,0.002073162,0.003728172,6.15E-05,8.97E-05,0.021259607,5.29E-05,0.040021636,0.000403744,4.32E-05,0.00048871,7.68E-05,0.003230105,0.00105878,0.001027442,0.002474859,0.008629335,1.82E-05,0.013084909,0.00728644,2.31E-05,0.012045211,0.022444058,0.000994593,3.09E-05,7.35E-05,1.42E-05,0.029694392,0.001017856,8.03E-06,-1.10E-05,0.000142502,2.65E-05,0.000322461,0.000566761,4.78E-05,2.41E-05,0.004400141,0.000297005,0.002499849,0.001376372,0.00469186,1.26E-05,0.096618712,0.000249701,0.002008478,0.157232747,0.005321162,0.009479695,2.48E-05,0.003064774,6.02E-05,0.000259382,3.75E-05,4.35E-05,0.000772744,4.94E-05,0.000125714,0.001604827,9.98E-05,0.127479499,0.000113073,0.099770211,0.00025369,0.000296433,4.03E-05,0.000467001,0.001053575,0.000344589,0.000234843,2.16E-05,0.000166419,0.000435649,0.000816133,0.083035025,0.041552142,4.96E-05,0.029079891,0.049914118,1.42E-05,1.15E-05,1.82E-05,0.000139171,7.82E-05,2.21E-05,3.33E-05,0.000185817,0.002346471,0.000181788,0.000177049,0.000286524,1.34E-05,0.000140901,0.00010221,3.12E-05,0.000264281,0.000173061,3.53E-05,0.000949893,0.007991362,2.02E-05,8.55E-05,4.65E-05,4.81E-05,0.000484084,0.000106058,0.000110044,0.001117855,0.000247535,0.000119017,0.000426917,2.03E-05,0.001043805,0.015101636,0.00010877,0.000129903,0.000296291,0.000207426,2.23E-05,1.77E-05,0.000145695,0.000101524,9.78E-06,0.000141991,2.17E-05,0.000887742,0.001996363,0.000119583,0.00048962,0.000324939,0.000261113,0.000243069,5.59E-05,0.000123887,0.000679149,0
0.001213697,0.005649314,0.001455761,0.000253677,0.000102427,5.19E-05,0.000248129,3.73E-05,2.32E-05,7.00E-05,0.074477198,0.001778309,4.90E-05,0.00216609,0.003261349,5.83E-05,7.06E-05,0.022525934,6.16E-05,0.042539075,0.000402807,4.83E-05,0.000413651,9.31E-05,0.003568425,0.001742653,0.001024413,0.001629829,0.003760139,1.27E-05,0.014041441,0.006431582,2.97E-05,0.029392138,0.015140438,0.001022321,2.74E-05,4.63E-05,2.25E-05,0.027979354,0.00185412,3.51E-05,1.96E-05,0.000110448,7.77E-05,0.001591171,0.000294147,2.89E-06,2.44E-05,0.004523614,0.00044424,0.00264482,0.000824231,0.004955275,9.41E-06,0.095549643,0.000186291,0.002239232,0.144834731,0.005614102,0.007166074,5.27E-05,0.003366889,6.83E-05,0.000252315,3.58E-05,6.14E-05,0.001359915,6.64E-05,9.54E-05,0.00147464,8.73E-05,0.116531363,0.000183614,0.091330267,0.000208105,0.000307158,8.81E-05,0.000687087,0.00134191,4.03E-05,0.000206913,2.11E-05,0.000125034,0.000879413,0.000632445,0.087110499,0.039731737,2.98E-05,0.028053465,0.050640211,7.97E-06,2.11E-05,1.88E-05,0.000130373,9.36E-05,2.64E-05,3.92E-05,0.000143235,0.002281771,0.000429097,0.000168923,0.000177211,1.02E-05,0.000133812,5.21E-05,9.40E-05,0.000273139,0.00028184,1.17E-05,0.000939867,0.012373745,4.16E-05,0.000165877,0.000100811,6.73E-05,0.00057016,0.000105926,0.000149505,0.001134744,0.000141777,0.000121417,0.000187792,2.08E-05,0.001283022,0.016609047,0.000178591,0.000141393,0.000260691,0.0003429,2.32E-05,3.61E-05,0.00014294,0.000143732,1.08E-05,0.000209155,2.57E-06,0.000768591,0.003136668,0.00024283,0.000439342,0.000284139,0.000186486,0.00053052,6.92E-05,0.000127058,0.000905607,0
0.001000516,0.005253993,0.005546799,0.000212143,0.000109702,6.20E-05,0.002683849,3.22E-05,2.23E-05,6.44E-05,0.087362227,0.00208332,5.22E-05,0.00202649,0.004755498,6.38E-05,0.000123339,0.024525247,6.02E-05,0.048349156,0.000301168,4.11E-05,0.000372317,6.56E-05,0.003527267,0.000947454,0.000736822,0.00382095,0.010478718,1.26E-05,0.015037511,0.007140777,2.51E-05,0.025080727,0.01405559,0.001174853,2.94E-05,5.46E-05,1.13E-05,0.030037253,0.000791293,2.28E-05,1.32E-05,0.000263335,3.54E-05,0.001972887,0.000413236,9.51E-05,3.33E-05,0.006355467,0.000281288,0.002965364,0.001255281,0.004745875,2.16E-05,0.077496977,0.000212208,0.001408291,0.142137499,0.006962444,0.011008716,4.15E-05,0.003788742,6.16E-05,0.000260712,8.96E-05,3.49E-05,0.002158447,6.77E-05,0.000112132,0.001726843,0.000330795,0.124150488,0.0001865,0.055893483,0.000217603,0.000275013,0.000216461,0.000468975,0.000973895,0.000417701,0.000183276,2.46E-05,0.000114165,0.000442074,0.000525859,0.090628062,0.037907237,5.13E-05,0.032044401,0.054138221,1.13E-05,1.13E-05,1.66E-05,9.19E-05,9.76E-05,2.07E-05,3.15E-05,0.000133939,0.00261917,0.000394128,0.000172273,5.81E-05,1.30E-05,7.63E-05,6.28E-05,0.000100903,0.000229722,0.00048168,-5.64E-06,0.001109765,0.013586858,2.13E-05,0.000198208,0.000105849,6.23E-05,0.000449407,0.000110821,0.000101312,0.000746506,0.000106535,0.000121813,0.000381614,1.86E-05,0.001467282,0.013339613,0.000166766,0.000102528,0.000221372,0.000455257,2.27E-05,0.00077145,0.000174302,0.00016608,7.72E-06,0.000228229,2.96E-05,0.001162081,0.005360446,9.50E-05,0.000664651,0.000289469,0.000265118,0.000411531,6.59E-05,0.000129838,0.001089846,0
0.001362002,0.005861459,0.000940217,0.000165313,0.000102283,2.26E-05,0.000250587,6.48E-05,1.77E-05,7.89E-05,0.056873462,0.002429856,5.95E-05,0.00178942,0.004177234,6.58E-05,0.000130281,0.033429833,7.11E-05,0.034684416,0.000567736,4.19E-05,0.000316508,7.12E-05,0.002830009,0.000901172,0.000926548,0.001239934,0.00521253,1.51E-05,0.021503625,0.009749609,8.75E-06,0.0059946,0.018685268,0.000990071,5.08E-05,8.73E-05,8.86E-06,0.029910279,0.001203169,6.64E-06,-1.75E-05,9.30E-05,5.95E-05,0.001184159,0.000273928,3.17E-05,1.51E-05,0.005275789,0.00029545,0.002256482,0.001172824,0.002283415,-1.56E-05,0.065446536,0.000170354,0.002521256,0.135929265,0.005070001,0.009846473,1.23E-05,0.005141282,0.000107159,0.000269921,3.08E-05,7.30E-05,0.001310611,5.30E-05,9.11E-05,0.004076398,7.90E-05,0.128583429,0.000174451,0.118895019,0.000259082,0.000234533,5.77E-05,0.00071582,0.001544764,0.000327309,0.000284643,1.78E-05,0.000165297,0.000445037,0.000885767,0.098838627,0.037764205,3.15E-05,0.03785979,0.040311373,1.16E-05,1.67E-05,3.03E-05,0.000182768,0.000106883,2.38E-05,2.64E-05,0.000179398,0.002204183,0.000189272,0.000126651,0.000313591,1.59E-05,8.95E-05,1.64E-05,5.02E-05,0.000107622,0.000370202,4.77E-07,0.000991714,0.012095762,3.18E-05,0.000105711,8.66E-05,6.91E-05,0.000756988,0.000131643,0.000185074,0.000668346,0.000155697,0.000133363,3.32E-05,4.69E-05,0.001225561,0.010892946,7.68E-05,0.000162165,0.000269783,0.000286881,3.40E-05,2.16E-05,0.000123964,0.000121293,1.02E-05,0.000173994,2.72E-05,0.00103225,0.002428647,0.000102474,0.000429542,0.000276291,0.000395807,0.00047416,8.44E-05,9.72E-05,0.000824822,0
0.000950269,0.003902387,7.11E-05,0.000300967,2.14E-05,3.86E-05,0.000214218,3.47E-05,4.03E-05,6.42E-05,0.037005414,0.001468849,4.95E-05,0.002092159,0.005973958,4.39E-05,0.000137067,0.027751085,5.19E-05,0.032978018,0.000178534,4.18E-05,0.000225371,6.04E-05,0.003931521,0.001000332,0.000666323,0.000988464,0.003774428,1.07E-05,0.016008421,0.007919328,3.10E-05,0.036834092,0.009970427,0.000829413,1.54E-05,0.00071991,6.41E-06,0.029480613,0.00214083,9.07E-05,8.54E-06,0.000190197,6.08E-05,0.000196797,0.000345868,-5.07E-08,1.01E-05,0.007515133,0.000237547,0.00232771,0.00203398,0.001363588,-1.93E-05,0.108301797,9.77E-05,0.001686653,0.165250277,0.006705854,0.010313809,0.000939747,0.00377104,7.54E-05,0.00024187,3.97E-05,3.80E-05,0.000348837,4.37E-05,7.60E-05,0.002180485,5.65E-05,0.121460413,0.000408329,0.090297367,0.000263222,0.000167187,5.93E-05,0.000449969,0.000916153,0.000789041,0.000205708,1.87E-05,0.000167161,0.000448837,0.000429769,0.094691421,0.042410361,1.27E-05,0.020860274,0.055368697,7.78E-06,2.13E-05,1.33E-05,8.42E-05,8.99E-05,9.89E-06,2.92E-05,0.000101864,0.002136721,0.000167601,0.000143985,0.000168582,9.28E-06,9.90E-05,2.35E-05,2.66E-05,0.000115856,0.000238916,2.12E-07,0.000769036,0.009583421,1.07E-05,9.09E-05,8.33E-05,6.14E-05,0.000542003,8.91E-05,0.000190386,0.000880013,0.000192856,0.000111733,0.000352346,1.30E-05,0.001317079,0.008795229,0.000121166,0.000127609,0.000167475,0.00024016,3.15E-05,5.92E-05,7.98E-05,0.000119862,4.71E-06,0.000334279,6.15E-05,0.000520717,0.002446402,0.000138297,0.000309825,0.000180783,0.00032624,0.000592009,5.21E-05,9.51E-05,0.000628297,0
0.000998387,0.002827562,-0.000474347,0.000111963,2.82E-05,2.87E-05,0.000157108,3.87E-05,2.23E-05,4.83E-05,0.029361762,0.001442679,5.94E-05,0.0025886,0.006005218,6.40E-05,0.000166178,0.038023518,4.85E-05,0.033877817,4.68E-05,1.95E-05,0.000243263,5.59E-05,0.002954792,0.00105613,0.000636,0.000326712,0.000736738,1.75E-05,0.017868793,0.009551298,2.55E-05,0.01375771,0.014382322,0.000997084,4.06E-05,0.000112022,9.09E-05,0.029289789,0.009290784,0.000149931,0.000145076,0.000122644,2.81E-05,0.000124165,0.000579915,6.66E-05,2.60E-05,0.005392637,0.000231708,0.003454186,0.00105374,2.49E-06,-4.27E-06,0.096706598,0.000106805,0.001720647,0.152079981,0.006262718,0.015623679,0.000353798,0.004329373,7.11E-05,0.00014855,2.08E-05,5.01E-05,0.000126224,7.41E-05,6.32E-05,0.00164577,5.68E-05,0.136700925,0.000249434,0.081969,0.000284395,0.000188655,5.41E-05,0.000592903,0.000908489,0.000352088,0.000221996,1.62E-05,0.000167048,0.000542462,0.000507335,0.102513931,0.05232499,8.73E-06,0.020338597,0.054278123,1.02E-05,9.87E-06,2.10E-05,0.000109745,9.97E-05,3.93E-06,3.93E-05,0.000156765,0.002064385,0.000166091,0.000147026,0.000317464,9.95E-06,0.00015825,4.02E-05,2.17E-05,4.90E-05,0.000232583,7.28E-05,0.000910187,0.011965422,8.13E-06,8.46E-05,8.83E-05,7.32E-05,0.000659171,0.00011773,0.000231887,0.000638214,0.000202852,0.000120101,-4.26E-06,1.43E-05,0.001573295,0.009964972,9.60E-05,0.00011013,0.000185301,0.000314098,3.52E-05,3.59E-05,7.82E-05,0.00013223,6.84E-06,0.00026302,0.00024916,0.000569453,0.002998529,0.00010572,0.000449126,0.00012043,0.000365527,0.000243948,6.22E-05,0.000102569,0.000638503,0
0.001213273,0.004009597,3.12E-05,0.000203468,8.72E-05,4.78E-05,0.000170281,5.30E-05,1.86E-05,0.000130284,0.037963965,0.002108862,6.87E-05,0.002395672,0.007009799,8.74E-05,9.54E-05,0.024708457,7.55E-05,0.037874923,0.000289022,4.59E-05,0.000356983,3.74E-05,0.004704637,0.000952269,0.000992934,0.001369208,0.00478441,1.50E-05,0.012934602,0.007884597,4.78E-05,0.009670481,0.017989937,0.000775946,0.001433359,0.00013528,1.56E-05,0.032083136,0.000788779,5.78E-06,-1.05E-05,5.20E-05,9.28E-05,9.29E-05,0.000567286,-4.24E-06,2.51E-05,0.006594107,0.000211285,0.002921576,0.000989755,-0.000210658,3.80E-06,0.099138404,0.000241585,0.002035291,0.15944943,0.003544109,0.012872434,-3.61E-06,0.003152124,8.27E-05,0.000185565,1.63E-05,3.68E-05,-3.40E-05,3.94E-05,7.27E-05,0.001047864,7.18E-05,0.116115111,0.000165147,0.112778824,0.000240238,0.000403992,7.55E-05,0.000892819,0.001030264,0.000149188,0.000254348,1.90E-05,0.00012653,0.000278663,0.000650922,0.089370789,0.048520823,2.27E-05,0.025575569,0.0567722,1.76E-05,5.14E-06,1.35E-05,0.000146555,8.53E-05,1.73E-05,3.56E-05,0.000145322,0.002146351,7.16E-05,0.000126271,0.000229034,7.13E-06,0.000163058,5.24E-06,4.61E-06,-2.85E-05,0.000344488,2.70E-05,0.000847019,0.012055007,2.28E-05,0.000108062,6.73E-05,6.94E-05,0.000524974,9.95E-05,0.00017545,0.00088879,0.000136887,9.25E-05,-8.10E-05,1.92E-05,0.001345045,0.012940384,0.000226397,0.000136441,0.000257581,0.000321493,3.20E-05,2.07E-05,9.81E-05,0.000118357,6.71E-06,0.000205302,1.27E-05,0.000723027,0.002252307,4.92E-05,0.000375135,0.000236615,0.000305312,0.000298502,5.96E-05,0.000110604,0.00064049,0
0.001093258,0.001162826,-0.000222943,0.000136221,1.65E-05,2.85E-05,0.000128736,3.14E-05,1.71E-05,7.72E-05,0.033160566,0.001696212,4.45E-05,0.00221416,0.002602315,6.51E-05,8.92E-05,0.031522247,4.15E-05,0.04341378,0.000104378,3.71E-05,0.000429223,7.74E-05,0.004077244,0.001090059,0.000648949,0.000492756,0.001237723,2.17E-05,0.016216852,0.007013721,6.14E-05,0.0206517,0.010728132,0.000706207,2.50E-05,0.000119834,9.71E-05,0.024051664,0.003680796,0.000196992,0.000199284,0.000275555,4.58E-05,0.000176762,0.000397754,7.04E-05,1.96E-05,0.003809378,0.000181856,0.003190457,0.000877747,0.001739547,1.12E-05,0.110653349,0.000113742,0.00186571,0.159587601,0.004579474,0.009208756,0.000225354,0.004050385,6.77E-05,0.000193986,5.55E-05,4.44E-05,0.000320675,0.000121375,6.63E-05,0.001360371,6.53E-05,0.122756961,0.00012539,0.111114334,0.000285122,0.000225084,2.60E-05,0.000602625,0.000809204,0.000891608,0.000242919,1.54E-05,0.000149788,0.00051945,0.000363014,0.095309116,0.044238542,2.59E-05,0.015890317,0.058271026,8.59E-06,1.96E-05,1.57E-05,7.58E-05,9.31E-05,8.67E-06,2.23E-05,0.000165677,0.002049577,0.000138512,0.000143337,0.000160078,7.81E-06,0.00015888,4.49E-05,3.92E-05,0.000172953,7.58E-05,0.000150621,0.000853262,0.008387804,2.42E-05,6.25E-05,6.68E-05,4.77E-05,0.000660174,0.000153865,8.32E-05,0.000643212,0.000171417,9.89E-05,0.000198363,2.23E-05,0.001041324,0.010705656,9.86E-05,0.000153193,0.000196336,0.000228885,8.51E-06,1.23E-05,9.56E-05,0.000118503,5.64E-06,0.000203947,0.000284897,0.000517615,0.00226598,0.000312392,0.000402712,0.000154145,0.000374298,0.000263099,5.74E-05,0.000135632,0.00054068,0
